name,id,portal_name,street,street2,zipcode,city,state,county,country,lat,lon,type,description,url,phone,email,archived,status,activityName,activityCnt,role,contactNames,contactEmails,courses,sectionCnt,unitNames,unitCnt,externalId,programs
John H. Boner Community Center,7f60b70d-e4a2-4c5d-60d0-992c20ca818a,Indianapolis,2236 East 10th Street,,46201,Indianapolis,IN,,US,39.78154,-86.123084,nonprofit,,,,,False,approved,['Herron School Community Learning Programs'],1,"{""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,['Herron School of Art and Design'],1,X00419,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Johnson Memorial Hospital,21d4aa56-96af-4687-479b-1ebac5c30326,Indianapolis,1125 West Jefferson Street,,46131.0,Franklin,IN,,US,39.479654,-86.077184,nonprofit,,,,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Set goals"",""Discuss how to work together"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,X00423,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Julian Center,ef5596ab-ee43-4264-5652-85e58d997e07,Indianapolis,2011 N. Meridian St.,,46202,Indianapolis,IN,,US,39.793626,-86.157015,nonprofit,A place for hope and healing. An outreach. A safe haven.,http://www.juliancenter.org/,,,False,approved,['SEAL Indiana'],1,"{""Promote event to target populations"",""Provide volunteer site or space""}",['NA NA'],['na@na.org'],,1,"['Center for Service and Learning', 'IUSD: Department of Cariology, Operative Dentistry, and Dental Public Health', 'School of Dentistry']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
"Katz, Sapper & Miller",c287fb73-089c-4953-5c7e-1f0bc6ee4180,Indianapolis,"800 E. 96th Street, Suite 500",,46240,Indianapolis,IN,Marion,US,39.929011,-86.143504,for-profit,,,,,False,approved,['Kelley Challenge'],1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Supervise students""}",[' '],[''],,1,['Kelley School of Business'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Kid's Voice of Indiana Inc,0a437c26-80f9-4756-53b8-931098e5d946,Indianapolis,9150 Harrison Park Ct,,46216.0,Indianapolis,IN,,US,39.852439,-86.007814,nonprofit,"Kids' Voice of Indiana protects endangered children by providing legal education, child advocacy and family visitation.",https://www.kidsvoicein.org/,,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Kokomo School Corporation: Sycamore Elementary School,5daeb7b0-e688-4c3d-71c2-c83057710db6,Indianapolis,1600 E Sycamore,,46901,Kokomo,IN,Howard,US,40.489147,-86.111589,education: k-12,,http://ses.kokomoschools.com/,(765) 454-7090,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Liberal Arts', 'Division of Student Affairs', 'School of Education']",1,3500-2943,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Kurt Vonnegut Museum & Library,bf289759-ccd3-4904-432c-644308ea6c6f,Indianapolis,543 Indiana Avenue,,46202.0,Indianapolis,IN,Marion County,US,39.77549,-86.166214,nonprofit,"Renowned author Kurt Vonnegut took an unflinching look at the world, tempered with a satirical eye and sardonic sense of humor.  In honor of his wit and wisdom, the Kurt Vonnegut Museum and Library champions the literary, artistic, and cultural contributions of the late writer, artist, teacher, and Indianapolis native Kurt Vonnegut. The library and museum serve as a cultural and educational resource unique to the nation.",https://www.vonnegutlibrary.org/,,,False,approved,['Central Indiana Wikipedia Partnership'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations""}",[' '],[''],,1,['IU Indianapolis University Library'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Labcorp Drug Development,603e2764-4e73-46ff-6291-5f6e3b3d4c93,Indianapolis,8211 Scicor Dr,,46214.0,Indianapolis,IN,Marion County,US,39.77013,-86.306727,for-profit,"<p>As a Labcorp intern, you will have the opportunity to support meaningful assignments that compliment an education in STEM+ Business and Healthcare disciplines, and are inspiring and valuable in our mission to improve health and improve lives across the globe. In addition to department work, we support your professional development and career exploration through program workshops, leadership speakers, employee resource group introductions, new hire panel discussions and small group ‘coffee chats’. 12 week paid from Mid August for summer 2023 start in fall.</p>",https://www.labcorp.com/,(317) 209-3156,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Supervise students""}",['Kevin Jack'],['Kevin.jack@covance.com'],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Latino Health Organization,d8a6bb49-201f-4758-791c-3b7afd164639,Indianapolis,311 N. New Jersey St.,,46204,Indianapolis,IN,,US,39.771796,-86.150255,nonprofit,"The Mission of the Latino Health Organization is to diminish health-disparities faced by the Hispanic/Latino Community, through education, advocacy and leadership.",http://latinohealthorg.org/page1,,,False,approved,"['Healthy Minds, Happy Families/Mente Sana, Familia Feliz (HMHF)']",1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Provide funds for the activity""}",[' '],[''],,1,['Richard M. Fairbanks School of Public Health'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
LeafSpring School at Geist,cd61e10c-09eb-4ef0-44c0-5d49fc73bf27,Indianapolis,10408 Olio Road,,46040,Fishers,18,Hamilton County,US,39.93898,-85.91802,for-profit,<p>Preschool</p>,,,,False,approved,['Forensic and Investigative Sciences Outreach'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Provide access to target populations""}",[' '],[''],,1,['SCI: Forensic & Investigative Sciences Program'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Lutheran Schools of Indiana: Calvary Lutheran School,f1daf8c3-20fd-4bad-7f0e-25865f11147a,Indianapolis,6111 Shelby St,,46227,Indianapolis,IN,Marion,US,39.67751,-86.138695,education: k-12,,http://www.thecalvaryschool.org,(317) 783-2305,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Liberal Arts', 'School of Education']",1,A370,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Lutheran Schools of Indiana: Holy Cross Lutheran School,2073a8e4-8b5c-442f-4179-0f036bf922b1,Indianapolis,3425 Crescent Ave,,46805,Fort Wayne,IN,Allen,US,41.107521,-85.114068,education: k-12,,http://www.holycrossfw.org,(260) 483-3173,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'School of Liberal Arts', 'Division of Student Affairs']",1,C267,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Decatur Township: Decatur Central High School,b3ce6e3e-0c09-4c74-64a8-ffafdef66700,Indianapolis,5251 Kentucky Ave,,46221,Indianapolis,IN,Marion,US,39.687775,-86.276083,education: k-12,,http://www.decaturproud.org/central-high,(317) 856-5288,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'iDEW: Computing by Design Summer Workshop']",1,"{""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ']","['', '']",,1,"['Luddy School of Informatics, Computing, and Engineering', 'Special Programs for Academic Nurturing', 'University College']",1,5300-5177,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Lawrence Township,f844dd61-82b9-47d4-5103-e7a76110cf26,Indianapolis,6501 Sunnyside Rd,,46236-1306,Indianapolis,IN,Marion,US,39.87749,-85.971303,education: k-12,,http://www.ltschools.org,(317) 423-8200,,False,approved,['Kids College'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[''],[''],,1,"['School of Nursing', 'Office of Workforce and Community Engagement', 'Richard M. Fairbanks School of Public Health', 'Herron School of Art and Design', 'Robert H. McKinney School of Law']",1,5330,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Lawrence Township: Belzer Middle School,d81374f7-622b-4261-6094-7f2d9a31ea31,Indianapolis,7555 E 56th St,,46226,Indianapolis,IN,Marion,US,39.853248,-86.036463,education: k-12,,https://www.ltschools.org,(317) 964-6200,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Liberal Arts', 'Division of Student Affairs', 'School of Education']",1,5330-5277,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Lawrence Township: Lawrence Central High School,d797f707-de3f-4024-6cb0-09cd9d1808ec,Indianapolis,7300 E 56th St,,46226,Indianapolis,IN,Marion,US,39.856227,-86.039667,education: k-12,,http://www.ltschools.org,(317) 964-7400,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'TuFuturo Mentoring', 'iDEW: Computing by Design Summer Workshop']",1,"{""Provide access to target populations""},{""Discuss how to work together"",""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ', ' ']","['', '', '']",,1,"['University College', 'VidaSana', 'Luddy School of Informatics, Computing, and Engineering', 'Special Programs for Academic Nurturing']",1,5330-5275,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
M S D Martinsville Schools: Martinsville High School,90182f43-0aba-4672-784e-9e1725a4225f,Indianapolis,1360 E Gray St,,46151,Martinsville,IN,Morgan,US,39.419654,-86.411567,education: k-12,,https://www.msdofmartinsville.org/martinsville-high-school/,(765) 342-5571,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,5925-6329,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
